id,topic,argument,source_title,source_url
947,We should end affirmative action,"Some policies adopted as affirmative action, such as racial quotas or gender quotas for collegiate admission, have been criticised as a form of reverse discrimination, and such implementation of affirmative action has been ruled unconstitutional by the majority opinion of Gratz v. Bollinger.",Affirmative action in the United States,https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States
948,We should end affirmative action,"In the 2006 elections, it was also the most supportive county of proposal 2, a state constitutional amendment banning affirmative action programs.","Dickinson County, Michigan","https://en.wikipedia.org/wiki/Dickinson_County,_Michigan"
949,We should end affirmative action,"Sander's paper on mismatching has been refuted by several law professors, including Ian Ayres and Richard Brooks from Yale who use Sander's data to show that eliminating affirmative action would actually reduce the number of black lawyers by 12.7% [REF].",Affirmative action,https://en.wikipedia.org/wiki/Affirmative_action
950,We should end affirmative action,Connerly believes affirmative action is a form of racism and that people can achieve success without preferential treatment in college enrollment or in employment.,Ward Connerly,https://en.wikipedia.org/wiki/Ward_Connerly
951,We should end affirmative action,"Hardin's last book The Ostrich Factor: Our Population Myopia (1999), a warning about the threat of overpopulation to the Earth's sustainable economic future, called for coercive constraints on ""unqualified reproductive rights"" and argued that affirmative action is a form of racism.",Garrett Hardin,https://en.wikipedia.org/wiki/Garrett_Hardin
952,We should end affirmative action,"In July 2008, USA Today reported that ""McCain said Sunday that he favors a proposed referendum in Arizona that would ban affirmative action, reversing a position he took a decade ago.""",Political positions of John McCain,https://en.wikipedia.org/wiki/Political_positions_of_John_McCain
953,We should end affirmative action,"An outspoken conservative, Fordice advocated tax cuts, the abolishment of affirmative action, reductions in the welfare system, expanded capital punishment, tougher prison conditions and the building of more prisons.",Kirk Fordice,https://en.wikipedia.org/wiki/Kirk_Fordice
954,We should end affirmative action,"Four years later, President Lyndon B. Johnson elaborated on the importance of affirmative action to achieving true freedom for African Americans: .",Affirmative action in the United States,https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States
955,We should end affirmative action,"As President of the Texas State Bar, Miers supported affirmative action, going so far as to continue a quota system for women and ethnic minorities practicing law in the state [REF].",Harriet Miers Supreme Court nomination,https://en.wikipedia.org/wiki/Harriet_Miers_Supreme_Court_nomination
956,We should end affirmative action,"In the 2000 campaign, Lieberman assured the black voters, ""I have supported affirmative action, I do support affirmative action, and I will support affirmative action because history and current reality make it necessary.""[REF] .",Political positions of Joe Lieberman,https://en.wikipedia.org/wiki/Political_positions_of_Joe_Lieberman
957,We should end affirmative action,"The Constitutional Court declared in October 2005 that affirmative action i.e. ""providing advantages for people of an ethnic or racial minority group"" as being against its Constitution [REF].",Affirmative action,https://en.wikipedia.org/wiki/Affirmative_action
958,We should end affirmative action,"In February 2007, Sarkozy appeared on a televised debate on TF1 where he expressed his support for affirmative action and the freedom to work overtime.",Nicolas Sarkozy,https://en.wikipedia.org/wiki/Nicolas_Sarkozy
959,We should end affirmative action,"In 1970, the federal Office for Civil Rights issued a memorandum which stated that school districts must take affirmative action to ensure that the native language of minority students did not inhibit their participation in the educational system [REF].",Title III,https://en.wikipedia.org/wiki/Title_III
960,We should end affirmative action,"In 1965, President Lyndon B. Johnson delivered a speech to the graduating class at Howard, where he outlined his plans for civil rights legislation and endorsed aggressive affirmative action to combat the effects of years of segregation of blacks from the nation's economic opportunities [REF].",Howard University,https://en.wikipedia.org/wiki/Howard_University
961,We should end affirmative action,"In Fisher v. University of Texas at Austin, the APALC submitted a brief supporting the University of Texas in preserving the use of affirmative action in admissions, saying Asian students ""benefited from exposure to a diverse student body.""",Asian Pacific American Legal Center,https://en.wikipedia.org/wiki/Asian_Pacific_American_Legal_Center
962,We should end affirmative action,"Williams believes programs such as affirmative action and minimum wage laws set up to aide minorities have, in fact, been harmful to them and stifled their ability to advance in society.",Walter E. Williams,https://en.wikipedia.org/wiki/Walter_E._Williams
963,We should end affirmative action,"According to a poll taken by USA Today in 2005, most Americans support affirmative action for women; with minority groups, it is more split [REF].",Affirmative action,https://en.wikipedia.org/wiki/Affirmative_action
964,We should end affirmative action,"In 2006, nearly 60% of Michigan voters decided to ban affirmative action in university admissions.",Affirmative action in the United States,https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States
965,We should end affirmative action,"Researchers found that a removal of affirmative action policies from all colleges and universities would result in a significant drop in minority presence in all institutions of higher education, upholding affirmative action's role in diversity in the American classroom [REF].",Diversity in the classroom,https://en.wikipedia.org/wiki/Diversity_in_the_classroom
966,We should end affirmative action,"In addition, Mercer opposes affirmative action and argues against the therapeutic society that seeks to attribute individuals' negative or criminal actions to disease or social disorders [REF].",Ilana Mercer,https://en.wikipedia.org/wiki/Ilana_Mercer
967,We should end affirmative action,"Elkins' views were influential during the late 1960s when Daniel Patrick Moynihan, supported Affirmative action programs in order to counteract the lingering effects of slavery on black culture.",Stanley Elkins,https://en.wikipedia.org/wiki/Stanley_Elkins
968,We should end affirmative action,"Wesolowski supported affirmative action programs for Saskatoon Catholic teachers in 2001, arguing that past policies had discriminated against women and aboriginals.","Reform Party of Canada candidates, 1993 Canadian federal election","https://en.wikipedia.org/wiki/Reform_Party_of_Canada_candidates,_1993_Canadian_federal_election"
969,We should end affirmative action,"In the Grutter case, the Court found by a 5-4 margin that the affirmative action policies of the University of Michigan Law School were constitutional.",Lee Bollinger,https://en.wikipedia.org/wiki/Lee_Bollinger
970,We should end affirmative action,"The justification for affirmative action is that it helps to compensate for past discrimination, persecution or exploitation by the ruling class of a culture,[REF] and to address existing discrimination [REF].",Affirmative action,https://en.wikipedia.org/wiki/Affirmative_action
971,We should end affirmative action,"National Board, January 1989 The League advocates affirmative action programs for minorities and women and opposes private school vouchers [REF].",League of Women Voters,https://en.wikipedia.org/wiki/League_of_Women_Voters
972,We should end affirmative action,"While attending law school, Bruning wrote a column for the Daily Nebraskan student newspaper advocating several liberal viewpoints, including support for abortion rights, gun control, affirmative action and gay rights, while criticizing Ronald Reagan and describing trickle-down economics as ""a farce.""",Jon Bruning,https://en.wikipedia.org/wiki/Jon_Bruning
